id,product_kr,product_en,hook_key,hook_kr,overlay_text_kr,scene_kr,persona_kr,style_kr,color_kr,aspect_ratio,size,ig_format,image_prompt,negative_prompt,status,image_path
yg_0700,슬림,Slim,price_value,가치·합리화,"10년 쓰는 소파, 커버만 갈면 새것",게이밍 셋업 방,낮잠 자는 사람,한 손 스케일 비교,차콜 그레이,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (좁은 폭의 빈백, 1인 라운지 체어 형태), 차콜 그레이 fabric color, a person napping, eyes closed, blissful, gaming room with RGB lights and a desk setup, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0701,키즈,Kids,transformation,변신·다용도,"낮엔 소파, 밤엔 침대",미니멀 화이트 스튜디오,반려견과 집사,오버헤드 부감,딥 네이비,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 딥 네이비 fabric color, a person with a small dog cuddling, clean white photo studio, seamless backdrop, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0702,서포트,Support,season_hook,시즌·타이밍,"연말, 가족이 모이는 새 중심",햇살 드는 거실 창가,재택근무 직장인,탑다운 플랫레이,오트밀 화이트,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 오트밀 화이트 fabric color, a remote worker taking a break, sunlit living room by a large window, soft daylight, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0703,프라임,Prime,asmr_sensory,감각·ASMR,푹— 몸이 그대로 녹아드는 소리,서재 책장 앞,아이와 부모 가족,골든아워 시네마틱,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 오트밀 화이트 fabric color, a parent and a child playing, home library nook in front of bookshelves, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0704,서포트,Support,transformation,변신·다용도,접고 펴고 세우고 — 공간이 살아난다,감성 카페 라운지,친구들 홈파티,오버헤드 부감,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 오트밀 화이트 fabric color, a few friends hanging out, casual home party, trendy cafe lounge interior, warm wood tones, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0705,미니,Mini,season_hook,시즌·타이밍,올여름 에어컨 앞 명당 자리,키즈룸,낮잠 자는 사람,초근접 텍스처 클로즈업,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 라벤더 fabric color, a person napping, eyes closed, blissful, bright kids room with toys, playful pastel palette, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0706,팟,Pod,curiosity_gap,호기심 갭,이게 소파라고? 끝까지 보면 놀람,미니멀 화이트 스튜디오,반려묘와 함께,오버헤드 부감,테라코타,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 테라코타 fabric color, a person with a cat curled up nearby, clean white photo studio, seamless backdrop, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0707,미니,Mini,season_hook,시즌·타이밍,"장마철, 집이 가장 좋아지는 이유",햇살 드는 거실 창가,반려견과 집사,푹 꺼지는 모션 블러,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 크림 베이지 fabric color, a person with a small dog cuddling, sunlit living room by a large window, soft daylight, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0708,드롭,Drop,transformation,변신·다용도,"1개로 5가지 자세, 직접 보세요",발코니·테라스,친구들 홈파티,미니멀 제품 히어로,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 오트밀 화이트 fabric color, a few friends hanging out, casual home party, apartment balcony with plants and city view, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0709,키즈,Kids,curiosity_gap,호기심 갭,"이 소파, 3초만 앉으면 못 일어나는 이유",한강 피크닉 잔디,제품 단독(인물 없음),라이프스타일 와이드,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 라벤더 fabric color, Hangang river park lawn picnic, outdoor daytime, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0710,펫,Pet,humor_relatable,유머·공감,약속 취소되자마자 향한 곳,발코니·테라스,반려견과 집사,스플릿 비교 컷,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 오트밀 화이트 fabric color, a person with a small dog cuddling, apartment balcony with plants and city view, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0711,플로어,Floor,transformation,변신·다용도,하나로 거실 전체를 바꾸는 법,감성 카페 라운지,20대 1인 가구 여성,스플릿 비교 컷,머스타드 옐로,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 머스타드 옐로 fabric color, a young woman in her 20s living alone, relaxed, trendy cafe lounge interior, warm wood tones, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0712,슬림,Slim,aspiration,동경·라이프스타일,햇살 + 요기보 = 완벽한 일요일,아늑한 원룸,시니어 부모님,스플릿 비교 컷,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (좁은 폭의 빈백, 1인 라운지 체어 형태), 차콜 그레이 fabric color, an elderly parent resting comfortably, cozy compact studio apartment, minimal Korean interior, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0713,드롭,Drop,aspiration,동경·라이프스타일,퇴근하고 싶어지는 집의 비밀,겨울 러그 깔린 마루,반려묘와 함께,스플릿 비교 컷,머스타드 옐로,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 머스타드 옐로 fabric color, a person with a cat curled up nearby, winter living room with rug, cozy ondol floor warmth, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0714,온돌,Ondol,problem_agitate,문제 자극,원룸이라 소파는 포기했다고요?,미니멀 화이트 스튜디오,반려견과 집사,다크 무드 라이팅,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 오트밀 화이트 fabric color, a person with a small dog cuddling, clean white photo studio, seamless backdrop, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0715,온돌,Ondol,asmr_sensory,감각·ASMR,"이 촉감, 화면으로도 느껴지나요?",서재 책장 앞,재택근무 직장인,미니멀 제품 히어로,테라코타,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 테라코타 fabric color, a remote worker taking a break, home library nook in front of bookshelves, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0716,미니 K,Mini K,social_proof,사회적 증거,1인 가구가 가장 많이 산 가구 1위,재택 홈오피스,시니어 부모님,초근접 텍스처 클로즈업,테라코타,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 테라코타 fabric color, an elderly parent resting comfortably, work-from-home office corner, laptop on a low table, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0717,프라임,Prime,transformation,변신·다용도,"소파였다가, 침대였다가, 의자였다가",펜션·풀빌라 거실,제품 단독(인물 없음),골든아워 시네마틱,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 라벤더 fabric color, vacation pension living room, premium resort vibe, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0718,온돌,Ondol,social_proof,사회적 증거,1인 가구가 가장 많이 산 가구 1위,발코니·테라스,아이와 부모 가족,로우앵글 임팩트,크림 베이지,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 크림 베이지 fabric color, a parent and a child playing, apartment balcony with plants and city view, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0719,팟,Pod,pattern_interrupt,패턴 인터럽트,이 자세 실화냐,한강 피크닉 잔디,아이와 부모 가족,푹 꺼지는 모션 블러,올리브 그린,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 올리브 그린 fabric color, a parent and a child playing, Hangang river park lawn picnic, outdoor daytime, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0720,팟엑스,Pod X,problem_agitate,문제 자극,반려견이 소파를 다 뜯어놨다면,겨울 러그 깔린 마루,아이와 부모 가족,로우앵글 임팩트,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 크림 베이지 fabric color, a parent and a child playing, winter living room with rug, cozy ondol floor warmth, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0721,슬림,Slim,asmr_sensory,감각·ASMR,"오늘 밤, 여기로 사라지고 싶다",펜션·풀빌라 거실,친구들 홈파티,다크 무드 라이팅,딥 네이비,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (좁은 폭의 빈백, 1인 라운지 체어 형태), 딥 네이비 fabric color, a few friends hanging out, casual home party, vacation pension living room, premium resort vibe, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0722,더블,Double,pattern_interrupt,패턴 인터럽트,이런 식으로 앉는 거 처음 봄,발코니·테라스,반려묘와 함께,골든아워 시네마틱,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 오트밀 화이트 fabric color, a person with a cat curled up nearby, apartment balcony with plants and city view, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0723,온돌,Ondol,before_after,비포·애프터,어제의 허리 vs 오늘의 허리,미니멀 화이트 스튜디오,시니어 부모님,스플릿 비교 컷,테라코타,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 테라코타 fabric color, an elderly parent resting comfortably, clean white photo studio, seamless backdrop, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0724,미디,Midi,curiosity_gap,호기심 갭,이게 소파라고? 끝까지 보면 놀람,재택 홈오피스,책 읽는 학생,다크 무드 라이팅,딥 네이비,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (맥스의 컴팩트 버전, 청소년·소형 공간용 중형 빈백), 딥 네이비 fabric color, a student reading a book, work-from-home office corner, laptop on a low table, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0725,허기보,Hugibo,transformation,변신·다용도,"1개로 5가지 자세, 직접 보세요",겨울 러그 깔린 마루,친구들 홈파티,탑다운 플랫레이,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 차콜 그레이 fabric color, a few friends hanging out, casual home party, winter living room with rug, cozy ondol floor warmth, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0726,플로어,Floor,social_proof,사회적 증거,연예인 자취방에 다 있다는 그것,한강 피크닉 잔디,20대 1인 가구 여성,초근접 텍스처 클로즈업,머스타드 옐로,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 머스타드 옐로 fabric color, a young woman in her 20s living alone, relaxed, Hangang river park lawn picnic, outdoor daytime, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0727,슬림,Slim,social_proof,사회적 증거,연예인 자취방에 다 있다는 그것,발코니·테라스,반려묘와 함께,스플릿 비교 컷,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (좁은 폭의 빈백, 1인 라운지 체어 형태), 라벤더 fabric color, a person with a cat curled up nearby, apartment balcony with plants and city view, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0728,팟엑스,Pod X,fomo_scarcity,FOMO·희소성,다들 이미 거실에 하나씩 들였대요,키즈룸,반려묘와 함께,골든아워 시네마틱,크림 베이지,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 크림 베이지 fabric color, a person with a cat curled up nearby, bright kids room with toys, playful pastel palette, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0729,미니 K,Mini K,problem_agitate,문제 자극,반려견이 소파를 다 뜯어놨다면,캠핑·차박 텐트 안,제품 단독(인물 없음),골든아워 시네마틱,머스타드 옐로,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 머스타드 옐로 fabric color, inside a camping tent / car-camping setup, lantern light, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0730,플로어,Floor,before_after,비포·애프터,퇴근 전 vs 퇴근 후 내 모습,감성 카페 라운지,다정한 커플,로우앵글 임팩트,차콜 그레이,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 차콜 그레이 fabric color, a cozy couple lounging together, trendy cafe lounge interior, warm wood tones, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0731,팟엑스,Pod X,aspiration,동경·라이프스타일,"이런 주말, 가져본 적 있나요",캠핑·차박 텐트 안,책 읽는 학생,푹 꺼지는 모션 블러,크림 베이지,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 크림 베이지 fabric color, a student reading a book, inside a camping tent / car-camping setup, lantern light, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0732,맥스,Max,before_after,비포·애프터,혼자 살기 전 → 혼자 살고 난 후의 거실,캠핑·차박 텐트 안,낮잠 자는 사람,탑다운 플랫레이,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (6피트 풀사이즈 빈백 소파, 1인이 완전히 누울 수 있는 길이), 라벤더 fabric color, a person napping, eyes closed, blissful, inside a camping tent / car-camping setup, lantern light, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0733,온돌,Ondol,fomo_scarcity,FOMO·희소성,"이 컬러, 곧 사라집니다",서재 책장 앞,시니어 부모님,로우앵글 임팩트,머스타드 옐로,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 머스타드 옐로 fabric color, an elderly parent resting comfortably, home library nook in front of bookshelves, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0734,미니,Mini,curiosity_gap,호기심 갭,"이 소파, 3초만 앉으면 못 일어나는 이유",게이밍 셋업 방,게이머 청년,다크 무드 라이팅,코발트 블루,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 코발트 블루 fabric color, a young gamer with a controller, gaming room with RGB lights and a desk setup, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0735,드롭,Drop,social_proof,사회적 증거,1인 가구가 가장 많이 산 가구 1위,발코니·테라스,시니어 부모님,오버헤드 부감,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 더스티 핑크 fabric color, an elderly parent resting comfortably, apartment balcony with plants and city view, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0736,미니 K,Mini K,asmr_sensory,감각·ASMR,"이 촉감, 화면으로도 느껴지나요?",발코니·테라스,친구들 홈파티,로우앵글 임팩트,오트밀 화이트,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 오트밀 화이트 fabric color, a few friends hanging out, casual home party, apartment balcony with plants and city view, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0737,펫,Pet,before_after,비포·애프터,소파 있을 때 vs 요기보 들인 후,미니멀 화이트 스튜디오,게이머 청년,골든아워 시네마틱,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 라벤더 fabric color, a young gamer with a controller, clean white photo studio, seamless backdrop, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0738,플로어,Floor,asmr_sensory,감각·ASMR,손이 닿는 순간 멈추는 마법의 촉감,캠핑·차박 텐트 안,반려묘와 함께,스플릿 비교 컷,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 크림 베이지 fabric color, a person with a cat curled up nearby, inside a camping tent / car-camping setup, lantern light, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0739,피라미드,Pyramid,transformation,변신·다용도,"1개로 5가지 자세, 직접 보세요",펜션·풀빌라 거실,반려묘와 함께,로우앵글 임팩트,차콜 그레이,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (삼각 쿠션형 빈백, 등·허리 받침용 보조 쿠션), 차콜 그레이 fabric color, a person with a cat curled up nearby, vacation pension living room, premium resort vibe, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0740,미니,Mini,social_proof,사회적 증거,1인 가구가 가장 많이 산 가구 1위,게이밍 셋업 방,반려견과 집사,골든아워 시네마틱,올리브 그린,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 올리브 그린 fabric color, a person with a small dog cuddling, gaming room with RGB lights and a desk setup, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
